ID	Stromal_score	Immune_score	ESTIMATE_score
TCGA-DV-5573-01	619.8	1978.46	2598.26
TCGA-DV-5574-01	1640.08	1827.85	3467.93
TCGA-DV-5575-01	888.17	1069.29	1957.46
TCGA-DV-5576-01	-35.5	-649.59	-685.09
TCGA-DV-A4VX-01	-613.58	503.99	-109.59
TCGA-DV-A4VZ-01	-426.2	-344	-770.2
TCGA-DV-A4W0-05	-588.27	-447.65	-1035.92
TCGA-DV-A4W0-01	198.69	262.87	461.56
TCGA-EU-5904-01	876.3	801	1677.3
TCGA-EU-5905-01	888.27	779.56	1667.83
TCGA-EU-5906-01	891.27	925.78	1817.05
TCGA-EU-5907-01	186.11	95.79	281.9
TCGA-G6-A5PC-01	-207.32	1095.03	887.71
TCGA-G6-A8L6-01	363.71	1391.57	1755.29
TCGA-G6-A8L7-01	-283.14	435.35	152.21
TCGA-G6-A8L8-01	-369.43	65.43	-303.99
TCGA-GK-A6C7-01	583.14	717.51	1300.66
TCGA-MM-A563-01	1338.67	2002.96	3341.63
TCGA-MM-A564-01	486.75	582.47	1069.22
TCGA-MM-A84U-01	891.82	997.99	1889.81
TCGA-MW-A4EC-01	269.99	490.26	760.25
TCGA-T7-A92I-01	-730.63	85.23	-645.4
