ID	Stromal_score	Immune_score	ESTIMATE_score
TCGA-BP-4344-01	1243.51	976.46	2219.98
TCGA-BP-4345-01	1853.76	1623.83	3477.59
TCGA-BP-4346-01	728.68	2518.21	3246.89
TCGA-BP-4347-01	609.39	604.9	1214.3
TCGA-BP-4349-01	582.94	570.61	1153.55
TCGA-BP-4351-01	521.57	579.87	1101.44
TCGA-BP-4352-01	-576.7	-249.32	-826.02
TCGA-BP-4353-01	1248.07	1651.13	2899.2
TCGA-BP-4354-01	1552.1	2544.78	4096.88
TCGA-BP-4355-01	965.13	347.26	1312.39
TCGA-BP-4756-01	-790.12	257.5	-532.62
TCGA-BP-4758-01	624.29	1884.62	2508.91
TCGA-BP-4759-01	592.33	747.02	1339.35
TCGA-BP-4760-01	404.81	29.9	434.71
TCGA-BP-4761-01	-307.19	905.22	598.03
TCGA-BP-4762-01	1619.16	1325.11	2944.26
TCGA-BP-4763-01	902.92	558.39	1461.31
TCGA-BP-4765-01	744.16	517.48	1261.64
TCGA-BP-4766-01	496.75	620.62	1117.37
TCGA-BP-4768-01	-96.06	189.13	93.07
TCGA-BP-4769-01	705.89	-298.6	407.28
TCGA-BP-4770-01	1772.24	802.69	2574.93
TCGA-BP-4771-01	1074.7	2836.59	3911.29
TCGA-BP-4774-01	528.11	588.69	1116.8
TCGA-BP-4775-01	361.81	791.63	1153.44
TCGA-BP-4776-01	563.26	857.55	1420.81
TCGA-BP-4777-01	910.78	2299.29	3210.07
TCGA-BP-4781-01	792.03	799.07	1591.11
TCGA-BP-4782-01	781.73	1340.37	2122.1
TCGA-BP-4784-01	645.06	193.88	838.94
TCGA-BP-4787-01	1525.64	1604.15	3129.79
TCGA-BP-4789-01	991.68	256.85	1248.53
TCGA-BP-4790-01	1382.1	1587.65	2969.75
TCGA-BP-4795-01	1407.37	1012.81	2420.19
TCGA-BP-4797-01	976.02	1381.39	2357.41
TCGA-BP-4798-01	1395.7	2760.13	4155.83
TCGA-BP-4799-01	897.3	1457.44	2354.74
TCGA-BP-4801-01	1469.27	1444.35	2913.62
TCGA-BP-4803-01	815.94	722.32	1538.26
TCGA-BP-4804-01	1363.17	2135.62	3498.79
TCGA-BP-4807-01	1242.42	941.3	2183.72
TCGA-BP-4959-01	720.93	1387.33	2108.26
TCGA-BP-4960-01	964.43	1461.52	2425.95
TCGA-BP-4961-01	919.49	501.92	1421.42
TCGA-BP-4962-01	1403.05	1706.82	3109.87
TCGA-BP-4963-01	754.18	1450.76	2204.94
TCGA-BP-4964-01	644.79	969.96	1614.75
TCGA-BP-4965-01	797.53	716.36	1513.9
TCGA-BP-4967-01	291.33	462.88	754.21
TCGA-BP-4968-01	594.81	1419.04	2013.84
TCGA-BP-4969-01	83.33	-162.34	-79.01
TCGA-BP-4970-01	1481.95	1644.09	3126.04
TCGA-BP-4971-01	1368.7	1806.07	3174.76
TCGA-BP-4972-01	1573.79	1350.06	2923.85
TCGA-BP-4973-01	449.37	1120.46	1569.82
TCGA-BP-4974-01	923.63	501.18	1424.81
TCGA-BP-4975-01	970	532.59	1502.6
TCGA-BP-4976-01	443.57	343.89	787.46
TCGA-BP-4977-01	423.55	872.33	1295.88
TCGA-BP-4981-01	143.76	981.84	1125.6
TCGA-BP-4982-01	1241.14	1108.72	2349.85
TCGA-BP-4983-01	527.77	2311.6	2839.36
TCGA-BP-4985-01	671.85	857.76	1529.61
TCGA-BP-4986-01	1281.87	1167.65	2449.52
TCGA-BP-4987-01	683.17	868.78	1551.95
TCGA-BP-4988-01	988.98	2278.11	3267.09
TCGA-BP-4989-01	1009.05	2665.23	3674.28
TCGA-BP-4991-01	818.98	830.02	1649
TCGA-BP-4992-01	53.57	2157.44	2211
TCGA-BP-4993-01	1036.57	964.81	2001.38
TCGA-BP-4994-01	-138.07	113.31	-24.76
TCGA-BP-4995-01	134.4	485.63	620.03
TCGA-BP-4998-01	1388.97	1548.95	2937.92
TCGA-BP-4999-01	933.13	492.82	1425.95
TCGA-BP-5000-01	957.67	1418.09	2375.76
TCGA-BP-5001-01	178.93	854.99	1033.92
TCGA-BP-5004-01	609.36	544.86	1154.22
TCGA-BP-5006-01	532.93	798.3	1331.23
TCGA-BP-5007-01	439.68	929.55	1369.24
TCGA-BP-5008-01	1118.05	1395	2513.04
TCGA-BP-5009-01	800.09	1495.39	2295.48
TCGA-BP-5010-01	1341.49	848.78	2190.27
TCGA-BP-5168-01	339.65	550.99	890.64
TCGA-BP-5169-01	747.13	1929.09	2676.23
TCGA-BP-5170-01	1210.55	1041.23	2251.77
TCGA-BP-5173-01	591.24	1263.89	1855.13
TCGA-BP-5174-01	201.98	484.17	686.15
TCGA-BP-5175-01	440.83	1035.67	1476.5
TCGA-BP-5176-01	542.95	665.77	1208.72
TCGA-BP-5177-01	1148.53	467.49	1616.02
TCGA-BP-5178-01	795.16	1649.41	2444.57
TCGA-BP-5180-01	-132.12	1364.35	1232.23
TCGA-BP-5181-01	660	688.61	1348.61
TCGA-BP-5182-01	1663.59	1907.29	3570.87
TCGA-BP-5183-01	32.65	1436.07	1468.71
TCGA-BP-5184-01	1031.34	1000.32	2031.66
TCGA-BP-5185-01	213.81	594.22	808.03
TCGA-BP-5186-01	663.1	504.27	1167.37
TCGA-BP-5187-01	842.06	693.88	1535.95
TCGA-BP-5189-01	1122.87	1334.05	2456.92
